Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
NewSp,2,2160,1787,33.33333333,60,0,0,0
NewSp,2,2170,1788,33.33333333,30,0,80,5
NewSp,2,2180,1789,33.33333333,10,0,100,20
NewSp,2,2190,1790,33.33333333,0,0,100,20
NewSp,2,2200,1791,33.33333333,0,0,70,20
NewSp,2,2210,1792,50,0,0,100,30
NewSp,2,2220,1793,66.66666667,0,0,90,40
NewSp,2,2230,1794,83.33333333,20,0,60,30
NewSp,2,2240,1795,100,40,0,50,30
NewSp,2,2250,1796,100,50,0,50,30
NewSp,2,2260,1797,100,40,0,50,0
NewSp,2,2270,1798,100,20,0,80,30
NewSp,2,2280,1799,100,30,0,20,20
NewSp,2,2290,1800,100,30,0,60,30
NewSp,2,2300,1801,100,40,0,40,30
NewSp,2,2310,1802,100,40,0,20,40
NewSp,2,2320,1803,100,30,0,50,0
NewSp,2,2330,1804,100,40,0,40,20
NewSp,2,2340,1805,100,10,0,70,30
NewSp,2,2350,1806,100,0,0,90,20
NewSp,2,2360,1807,100,0,0,80,30
NewSp,2,2370,1808,100,30,0,40,0
NewSp,2,2380,1809,100,40,0,30,30
NewSp,2,2390,1810,100,20,0,50,20
NewSp,2,2400,1811,100,10,0,90,20
NewSp,2,2410,1812,100,30,0,10,10
NewSp,2,2420,1813,100,40,0,20,30
NewSp,2,2430,1814,100,20,0,0,20
NewSp,2,2440,1815,100,20,0,20,20
NewSp,2,2450,1816,100,50,0,0,40
NewSp,2,2460,1817,100,30,0,0,20
NewSp,2,2470,1818,100,20,0,20,30
NewSp,2,2480,1819,100,40,0,10,20
NewSp,2,2490,1820,100,60,0,0,30
NewSp,2,2500,1821,100,70,0,0,20
NewSp,2,2510,1822,100,70,0,10,40
NewSp,2,2520,1823,100,30,0,0,50
NewSp,2,2530,1824,100,30,0,10,40
NewSp,2,2540,1825,100,50,0,0,20
NewSp,2,2550,1826,100,40,0,0,30
NewSp,2,2560,1827,100,70,0,20,10
NewSp,2,2570,1828,100,90,0,0,20
NewSp,2,2580,1829,100,40,0,50,30
NewSp,2,2590,1830,100,30,0,70,0
NewSp,2,2600,1831,100,40,0,60,20
NewSp,2,2610,1832,100,60,0,40,10
NewSp,2,2620,1833,100,80,0,20,5
NewSp,2,2630,1834,100,50,0,40,20
NewSp,2,2640,1835,100,20,0,70,40
NewSp,2,2650,1836,100,0,0,80,50
NewSp,2,2660,1837,100,0,0,80,40
NewSp,2,2670,1838,100,10,0,70,30
NewSp,2,2680,1839,100,20,0,40,30
NewSp,2,2690,1840,100,40,0,60,20
NewSp,2,2700,1841,100,40,0,40,20
NewSp,2,2710,1842,100,50,0,30,10
NewSp,2,2720,1843,100,30,0,20,0
NewSp,2,2730,1844,100,40,0,60,0
NewSp,2,2740,1845,100,50,0,30,0
NewSp,2,2750,1846,100,10,0,10,0
NewSp,2,2760,1847,100,50,0,30,0
NewSp,2,2770,1848,100,70,0,20,0
NewSp,2,2780,1849,100,20,0,80,0
NewSp,2,2790,1850,100,40,0,40,0
NewSp,2,2800,1851,100,30,0,40,0
NewSp,2,2810,1852,100,10,0,70,0
NewSp,2,2820,1853,100,10,0,60,0
NewSp,2,2830,1854,100,30,0,20,0
NewSp,2,2840,1855,100,20,0,50,0
NewSp,2,2850,1856,100,30,0,20,0
NewSp,2,2860,1857,100,10,0,60,0
NewSp,2,2870,1858,100,0,0,80,0
NewSp,2,2880,1859,100,10,0,70,0
NewSp,2,2890,1860,100,20,0,50,0
NewSp,2,2900,1861,100,20,0,50,0
NewSp,2,2910,1862,100,10,0,60,0
NewSp,2,2920,1863,100,10,0,80,0
NewSp,2,2930,1864,100,10,0,80,0
NewSp,2,2940,1865,100,5,0,20,0
NewSp,2,2950,1866,100,10,0,60,0
NewSp,2,2960,1867,100,0,0,80,0
NewSp,2,2970,1868,100,0,0,50,0
NewSp,2,2980,1869,100,5,0,60,0
NewSp,2,2990,1870,100,20,0,40,0
NewSp,2,3000,1871,100,20,0,10,0
NewSp,2,3010,1872,100,20,0,40,0
NewSp,2,3020,1873,100,30,0,70,0
NewSp,2,3030,1874,100,20,0,70,0
NewSp,2,3040,1875,100,20,0,20,0
NewSp,2,3050,1876,100,10,0,0,0
NewSp,2,3060,1877,100,40,0,20,0
NewSp,2,3070,1878,100,20,0,30,0
NewSp,2,3080,1879,100,0,0,0,0
NewSp,2,3090,1880,100,30,0,0,0
NewSp,2,3100,1881,100,20,0,5,0
NewSp,2,3110,1882,100,0,0,90,0
NewSp,2,3120,1883,100,30,0,60,0
NewSp,2,3130,1884,100,0,0,30,0
NewSp,2,3140,1885,100,20,0,50,0
NewSp,2,3150,1886,100,30,0,60,0
NewSp,2,3160,1887,100,30,0,80,0
NewSp,2,3170,1888,100,40,0,70,0
NewSp,2,3180,1889,100,5,0,40,0
NewSp,2,3190,1890,100,30,0,80,0
NewSp,2,3200,1891,100,20,0,80,0
NewSp,2,3210,1892,100,20,0,30,0
NewSp,2,3220,1893,100,40,0,0,0
NewSp,2,3230,1894,100,50,0,20,0
NewSp,2,3240,1895,100,0,0,90,0
NewSp,2,3250,1896,100,0,0,60,0
NewSp,2,3260,1897,83.33333333,20,0,60,0
NewSp,2,3270,1898,83.33333333,30,0,70,0
NewSp,2,3280,1899,83.33333333,10,0,60,0
NewSp,2,3290,1900,100,10,0,80,0
NewSp,2,3300,1901,100,10,0,90,0
NewSp,2,3310,1902,100,10,0,80,0
NewSp,2,3320,1903,100,5,0,90,0
NewSp,2,3330,1904,100,0,0,30,0
NewSp,2,3340,1905,100,5,0,90,0
NewSp,2,3350,1906,100,0,0,70,0
NewSp,2,3360,1907,100,0,0,90,0
NewSp,2,3370,1908,100,0,0,70,0
NewSp,2,3380,1909,83.33333333,0,0,90,10
NewSp,2,3390,1910,83.33333333,20,0,90,0
NewSp,2,3400,1911,83.33333333,20,0,30,0
NewSp,2,3410,1912,83.33333333,40,0,70,20
NewSp,2,3420,1913,83.33333333,20,0,70,20
NewSp,2,3430,1914,83.33333333,20,0,70,0
NewSp,2,3440,1915,83.33333333,20,0,50,0
NewSp,2,3450,1916,83.33333333,30,0,60,0
NewSp,2,3460,1917,83.33333333,40,0,60,0
NewSp,2,3470,1918,83.33333333,40,0,20,0
NewSp,2,3480,1919,83.33333333,30,0,80,0
NewSp,2,3490,1920,83.33333333,30,0,90,0
NewSp,2,3500,1921,83.33333333,0,0,0,0
NewSp,3,10,1922,100,10,0,40,10
NewSp,3,20,1923,100,30,0,20,5
NewSp,3,30,1924,100,30,0,50,40
NewSp,3,40,1925,100,20,0,60,0
NewSp,3,50,1926,100,20,0,40,10
NewSp,3,60,1927,100,30,0,0,0
NewSp,3,70,1928,100,30,0,50,5
NewSp,3,80,1929,100,20,0,70,30
NewSp,3,90,1930,100,10,0,40,30
NewSp,3,100,1931,100,20,0,20,20
NewSp,3,110,1932,100,40,0,40,5
NewSp,3,120,1933,100,30,0,40,0
NewSp,3,130,1934,100,30,0,20,0
NewSp,3,140,1935,100,0,0,90,10
NewSp,3,150,1936,100,20,0,80,0
NewSp,3,160,1937,83.33333333,50,0,10,0
NewSp,3,170,1938,83.33333333,30,0,0,0
NewSp,3,180,1939,83.33333333,0,0,30,0
NewSp,3,190,1940,83.33333333,30,0,40,10
NewSp,3,200,1941,83.33333333,30,0,50,0
NewSp,3,210,1942,83.33333333,40,0,5,0
NewSp,3,220,1943,83.33333333,20,0,10,0
NewSp,3,230,1944,83.33333333,20,0,50,0
NewSp,3,240,1945,83.33333333,10,10,50,0
NewSp,3,250,1946,83.33333333,20,10,30,0
NewSp,3,260,1947,83.33333333,10,5,5,0
NewSp,3,270,1948,83.33333333,10,5,10,0
NewSp,3,280,1949,83.33333333,0,20,40,0
NewSp,3,290,1950,83.33333333,0,10,30,0
NewSp,3,300,1951,83.33333333,0,10,20,0
NewSp,3,310,1952,83.33333333,0,5,20,0
NewSp,3,320,1953,83.33333333,20,0,50,0
NewSp,3,330,1954,83.33333333,30,5,40,0
NewSp,3,340,1955,83.33333333,0,0,30,0
NewSp,3,350,1956,83.33333333,10,2,50,0
NewSp,3,360,1957,83.33333333,30,5,10,0
NewSp,3,370,1958,83.33333333,20,5,0,0
NewSp,3,380,1959,100,40,0,70,0
NewSp,3,390,1960,100,50,0,20,0
NewSp,3,400,1961,100,40,0,30,0
NewSp,3,410,1962,100,40,0,50,0
NewSp,3,420,1963,100,20,0,70,0
NewSp,3,430,1964,83.33333333,50,0,20,0
NewSp,3,440,1965,83.33333333,30,0,50,0
NewSp,3,450,1966,100,20,0,80,0
NewSp,3,460,1967,100,30,0,90,0
NewSp,3,470,1968,100,20,0,80,0
NewSp,3,480,1969,100,10,0,40,0
NewSp,3,490,1970,100,0,0,40,0
NewSp,3,500,1971,100,0,0,40,0
NewSp,3,510,1972,100,20,0,30,0
NewSp,3,520,1973,100,0,0,20,0
NewSp,3,530,1974,66.66666667,20,0,20,0
NewSp,3,540,1975,66.66666667,0,0,70,0
NewSp,3,550,1976,50,0,0,60,0
NewSp,3,560,1977,50,0,0,40,0
NewSp,3,570,1978,50,0,0,90,0
NewSp,3,580,1979,50,0,0,80,0
NewSp,3,590,1980,50,0,0,30,0
NewSp,3,600,1981,50,0,0,0,0
NewSp,3,610,1982,50,0,0,0,0
NewSp,3,620,1983,50,0,0,0,0
NewSp,3,630,1984,50,0,0,0,0
NewSp,3,640,1985,50,0,0,0,0
NewSp,3,650,1986,50,0,0,0,0
NewSp,3,660,1987,50,0,0,0,0
NewSp,3,670,1988,50,0,0,0,0
NewSp,3,680,1989,50,0,0,0,0
NewSp,3,690,1990,50,0,0,0,0
NewSp,3,700,1991,50,0,0,0,0
NewSp,3,710,1992,66.66666667,0,0,0,0
NewSp,3,720,1993,66.66666667,0,0,0,0
NewSp,3,730,1994,83.33333333,0,0,0,0
NewSp,3,740,1995,83.33333333,0,0,0,0
NewSp,3,750,1996,83.33333333,0,0,0,0
NewSp,3,760,1997,83.33333333,0,0,0,0
NewSp,3,770,1998,83.33333333,0,0,0,0
NewSp,3,780,1999,83.33333333,0,0,0,0
NewSp,3,790,2000,83.33333333,0,0,0,0
NewSp,3,800,2001,83.33333333,0,0,0,0
NewSp,3,810,2002,83.33333333,0,0,0,0
NewSp,3,820,2003,83.33333333,0,0,0,0
NewSp,3,830,2004,83.33333333,0,0,0,0
NewSp,3,840,2005,83.33333333,0,0,0,0
NewSp,3,850,2006,83.33333333,0,0,0,0
NewSp,3,860,2007,83.33333333,0,0,0,0
NewSp,3,870,2008,83.33333333,0,0,0,0
NewSp,3,880,2009,83.33333333,0,0,0,0
NewSp,3,890,2010,83.33333333,0,0,0,0
NewSp,3,900,2011,83.33333333,0,0,0,0
NewSp,3,910,2012,83.33333333,0,0,0,0
NewSp,3,920,2013,83.33333333,0,0,0,0
NewSp,3,930,2014,83.33333333,0,0,0,0
NewSp,3,940,2015,83.33333333,0,0,0,0
NewSp,3,950,2016,83.33333333,0,0,0,0
NewSp,3,960,2017,83.33333333,0,0,0,0
NewSp,3,970,2018,83.33333333,0,0,0,0
NewSp,3,980,2019,83.33333333,0,0,0,0
NewSp,3,990,2020,83.33333333,0,0,0,0
NewSp,3,1000,2021,83.33333333,0,0,0,0
NewSp,3,1010,2022,83.33333333,0,0,0,0
NewSp,3,1020,2023,83.33333333,0,0,0,0
NewSp,3,1030,2024,83.33333333,0,0,0,0
NewSp,3,1040,2025,83.33333333,0,0,0,0
NewSp,3,1050,2026,83.33333333,0,0,0,0
NewSp,3,1060,2027,83.33333333,0,0,0,0
NewSp,3,1070,2028,83.33333333,0,0,0,0
NewSp,3,1080,2029,83.33333333,0,0,0,0
NewSp,3,1090,2030,83.33333333,0,0,0,0
NewSp,3,1100,2031,83.33333333,0,0,0,0
NewSp,3,1110,2032,83.33333333,0,0,0,0
NewSp,3,1120,2033,100,0,0,0,0
NewSp,3,1130,2034,100,0,0,0,0
NewSp,3,1140,2035,100,0,0,0,0
NewSp,3,1150,2036,100,0,0,0,0
NewSp,3,1160,2037,100,0,0,0,0
NewSp,3,1170,2038,100,0,0,0,0
NewSp,3,1180,2039,100,0,0,0,0
NewSp,3,1190,2040,100,0,0,0,0
NewSp,3,1200,2041,100,0,0,0,0
NewSp,3,1210,2042,100,0,0,0,0
NewSp,3,1220,2043,100,0,0,0,0
NewSp,3,1230,2044,100,0,0,0,0
NewSp,3,1240,2045,100,0,0,0,0
NewSp,3,1250,2046,100,0,0,0,0
NewSp,3,1260,2047,100,0,0,0,0
NewSp,3,1270,2048,100,0,0,0,0
NewSp,3,1280,2049,100,0,0,0,0
NewSp,3,1290,2050,100,0,0,0,0
NewSp,3,1300,2051,100,0,0,0,0
NewSp,3,1310,2052,100,0,0,0,0
NewSp,3,1320,2053,100,0,0,0,0
NewSp,3,1330,2054,100,0,0,0,0
NewSp,3,1340,2055,100,0,0,0,0
NewSp,3,1350,2056,100,0,0,0,0
NewSp,3,1360,2057,100,0,0,0,0
NewSp,3,1370,2058,100,0,0,0,0
NewSp,3,1380,2059,100,0,0,0,0
NewSp,3,1390,2060,100,0,0,0,0
NewSp,3,1400,2061,100,0,0,0,0
NewSp,3,1410,2062,100,0,0,0,0
NewSp,3,1420,2063,100,0,0,0,0
NewSp,3,1430,2064,100,0,0,0,0
NewSp,3,1440,2065,100,0,0,0,0
NewSp,3,1450,2066,100,0,0,0,0
NewSp,3,1460,2067,100,0,0,0,0
NewSp,3,1470,2068,100,0,0,0,0
NewSp,3,1480,2069,100,0,0,0,0
NewSp,3,1490,2070,100,0,0,0,0
NewSp,3,1500,2071,100,0,0,0,0
NewSp,3,1510,2072,100,10,0,50,30
NewSp,3,1520,2073,100,20,0,70,30
NewSp,3,1530,2074,100,0,0,90,0
NewSp,3,1540,2075,100,0,0,60,0
NewSp,3,1550,2076,100,30,0,30,0
NewSp,3,1560,2077,100,0,0,40,0
NewSp,3,1570,2078,100,0,0,50,0
NewSp,3,1580,2079,100,0,0,50,0
NewSp,3,1590,2080,83.3333333,0,0,30,0
NewSp,3,1600,2081,83.3333333,0,0,80,0
NewSp,3,1610,2082,66.66666667,0,0,90,0
NewSp,3,1620,2083,66.66666667,0,0,80,0
NewSp,3,1630,2084,66.66666667,10,0,40,0
NewSp,3,1640,2085,50,0,0,60,5
NewSp,3,1650,2086,50,10,0,50,0
NewSp,3,1660,2087,33.33333333,0,0,60,0
NewSp,3,1670,2088,16.66666667,10,0,40,0
NewSp,3,1680,2089,16.66666667,20,0,20,0
NewSp,3,1690,2090,16.66666667,0,0,20,0
NewSp,3,1700,2091,16.66666667,5,0,20,0
NewSp,3,1710,2092,16.66666667,20,0,20,0
NewSp,3,1720,2093,16.66666667,10,0,70,0
NewSp,3,1730,2094,33.33333333,0,0,90,0
NewSp,3,1740,2095,33.33333333,40,0,90,5
NewSp,3,1750,2096,50,30,0,90,0
NewSp,3,1760,2097,50,30,0,80,0
NewSp,3,1770,2098,83.3333333,0,20,10,0
NewSp,3,1780,2099,33.33333333,0,0,80,20
NewSp,3,1790,2100,33.33333333,5,0,90,5
NewSp,3,1800,2101,33.33333333,5,0,90,5
NewSp,3,1810,2102,33.33333333,0,0,70,0
NewSp,3,1820,2103,33.33333333,0,0,80,20
NewSp,3,1830,2104,50,0,0,50,0
NewSp,3,1840,2105,50,0,0,70,10
NewSp,3,1850,2106,50,0,0,60,0
NewSp,3,1860,2107,66.66666667,0,0,40,20
NewSp,3,1870,2108,66.66666667,0,0,60,0
NewSp,3,1880,2109,100,0,0,20,10
NewSp,3,1890,2110,100,0,0,40,0
NewSp,3,1900,2111,100,0,0,70,0
NewSp,3,1910,2112,100,30,0,70,0
NewSp,3,1920,2113,100,90,0,0,20
NewSp,3,1930,2114,100,60,0,30,20
NewSp,3,1940,2115,100,30,0,70,20
NewSp,3,1950,2116,100,5,0,80,30
NewSp,3,1960,2117,100,20,0,60,20
NewSp,3,1970,2118,100,40,0,80,10
NewSp,3,1980,2119,100,0,0,80,5
NewSp,3,1990,2120,100,0,0,80,0
NewSp,3,2000,2121,100,0,0,40,0
NewSp,3,2010,2122,100,5,0,60,0
NewSp,3,2020,2123,100,0,0,50,0
NewSp,3,2030,2124,100,0,0,70,5
NewSp,3,2040,2125,100,0,0,30,0
NewSp,3,2050,2126,100,0,0,50,10
NewSp,3,2060,2127,100,0,0,50,0
NewSp,3,2070,2128,100,0,0,90,5
NewSp,3,2080,2129,100,0,0,90,5
NewSp,3,2090,2130,100,0,0,80,0
NewSp,3,2100,2131,100,0,0,80,10
NewSp,3,2110,2132,100,0,0,70,0
NewSp,3,2120,2133,100,0,0,90,5
NewSp,3,2130,2134,100,0,0,80,0
NewSp,3,2140,2135,100,0,0,90,0
NewSp,3,2150,2136,100,0,0,30,10
NewSp,3,2160,2137,100,0,0,40,0
NewSp,3,2170,2138,100,0,0,50,40
NewSp,3,2180,2139,100,0,0,50,20
NewSp,3,2190,2140,100,0,0,80,0
NewSp,3,2200,2141,100,0,0,90,10
NewSp,3,2210,2142,100,0,0,90,20
NewSp,3,2220,2143,100,0,0,70,20
NewSp,3,2230,2144,100,0,0,80,5
NewSp,3,2240,2145,100,0,0,90,0
NewSp,3,2250,2146,100,10,0,80,20
NewSp,3,2260,2147,100,20,0,40,0
NewSp,3,2270,2148,100,10,0,70,20
NewSp,3,2280,2149,100,5,0,70,5
NewSp,3,2290,2150,100,0,0,30,0
NewSp,3,2300,2151,100,0,0,60,0
NewSp,3,2310,2152,100,0,0,20,0
NewSp,3,2320,2153,100,0,0,20,0
NewSp,3,2330,2154,100,0,0,60,0
NewSp,3,2340,2155,100,0,0,70,5
NewSp,3,2350,2156,100,0,0,70,10
NewSp,3,2360,2157,100,0,0,20,30
NewSp,3,2370,2158,100,0,0,50,10
NewSp,3,2380,2159,100,0,0,50,20
NewSp,3,2390,2160,100,0,0,20,0
NewSp,3,2400,2161,100,0,0,0,0
NewSp,3,2410,2162,100,0,0,80,20
NewSp,3,2420,2163,100,0,0,80,30
NewSp,3,2430,2164,100,0,0,90,30
NewSp,3,2440,2165,100,0,0,30,0
NewSp,3,2450,2166,100,0,0,0,0
NewSp,3,2460,2167,100,0,0,5,0
NewSp,3,2470,2168,100,0,0,30,0
NewSp,3,2480,2169,100,0,0,30,5
NewSp,3,2490,2170,100,0,0,90,30
NewSp,3,2500,2171,100,0,0,90,30
NewSp,3,2510,2172,100,0,0,90,20
NewSp,3,2520,2173,100,0,0,30,0
NewSp,3,2530,2174,100,0,0,0,0
NewSp,3,2540,2175,100,0,0,0,0
NewSp,3,2550,2176,100,0,0,30,0
NewSp,3,2560,2177,100,0,0,70,10
NewSp,3,2570,2178,100,0,0,60,10
NewSp,3,2580,2179,100,0,0,80,20
NewSp,3,2590,2180,100,0,0,50,0
NewSp,3,2600,2181,100,0,0,60,30
NewSp,3,2610,2182,100,0,0,0,80
NewSp,3,2620,2183,83.33333333,0,0,30,5
NewSp,3,2630,2184,83.33333333,5,0,70,0
NewSp,3,2640,2185,83.33333333,0,0,60,10
NewSp,3,2650,2186,83.33333333,0,0,50,5
NewSp,3,2660,2187,83.33333333,0,0,30,20
NewSp,3,2670,2188,100,0,20,0,0
NewSp,3,2680,2189,100,0,20,0,0
NewSp,3,2690,2190,100,0,10,5,0
NewSp,3,2700,2191,100,0,0,50,10
NewSp,3,2710,2192,100,0,10,30,0
NewSp,3,2720,2193,100,0,5,50,0
NewSp,3,2730,2194,100,0,0,40,5
NewSp,3,2740,2195,100,0,0,5,0
NewSp,3,2750,2196,100,0,0,0,0
NewSp,3,2760,2197,100,10,0,0,0
NewSp,3,2770,2198,100,10,10,5,0
NewSp,3,2780,2199,100,5,20,0,0
NewSp,3,2790,2200,100,5,5,0,0
NewSp,3,2800,2201,100,20,0,90,5
NewSp,3,2810,2202,100,0,0,100,10
NewSp,3,2820,2203,100,0,0,90,5
NewSp,3,2830,2204,100,0,0,80,5
NewSp,3,2840,2205,100,0,0,80,5
NewSp,3,2850,2206,100,0,0,70,0
NewSp,3,2860,2207,100,0,30,5,0
NewSp,3,2870,2208,83.33333333,0,20,20,0
NewSp,3,2880,2209,83.33333333,10,0,100,5
NewSp,3,2890,2210,50,0,0,100,0
NewSp,3,2900,2211,50,0,0,90,0
NewSp,3,2910,2212,50,0,0,40,0
NewSp,3,2920,2213,50,0,0,30,0
NewSp,3,2930,2214,50,0,0,20,0
NewSp,3,2940,2215,50,0,0,50,0
NewSp,3,2950,2216,83.33333333,0,0,60,0
NewSp,3,2960,2217,100,0,5,40,0
NewSp,3,2970,2218,100,0,5,20,0
NewSp,3,2980,2219,100,5,0,50,5
NewSp,3,2990,2220,100,5,0,80,0
NewSp,3,3000,2221,100,0,0,40,0
NewSp,3,3010,2222,100,0,0,40,0
NewSp,3,3020,2223,100,10,0,60,0
NewSp,3,3030,2224,83.33333333,40,0,50,20
NewSp,3,3040,2225,83.33333333,30,0,70,5
NewSp,3,3050,2226,100,20,0,90,5
NewSp,3,3060,2227,100,0,0,20,0
NewSp,3,3070,2228,100,20,0,0,0
NewSp,3,3080,2229,83.3333333,30,0,40,0
NewSp,3,3090,2230,66.66666667,20,0,100,5
NewSp,3,3100,2231,66.66666667,0,0,70,10
NewSp,3,3110,2232,66.66666667,0,0,80,10
NewSp,3,3120,2233,66.66666667,0,0,90,10
NewSp,3,3130,2234,66.66666667,0,0,80,0
NewSp,3,3140,2235,66.66666667,0,0,60,0
NewSp,3,3150,2236,66.66666667,0,0,50,0
NewSp,3,3160,2237,66.66666667,0,0,60,0
NewSp,3,3170,2238,83.33333333,0,0,80,10
NewSp,3,3180,2239,83.33333333,0,0,80,10
NewSp,3,3190,2240,100,0,0,50,0
NewSp,3,3200,2241,100,0,0,50,0
NewSp,3,3210,2242,100,0,0,80,0
NewSp,3,3220,2243,100,0,0,70,0
NewSp,3,3230,2244,100,30,0,10,0
NewSp,3,3240,2245,100,10,0,50,0
NewSp,3,3250,2246,100,10,0,80,20
NewSp,3,3260,2247,100,30,0,40,0
NewSp,3,3270,2248,100,0,0,60,0
NewSp,3,3280,2249,100,0,0,80,0
NewSp,3,3290,2250,100,0,0,60,0
NewSp,3,3300,2251,100,0,0,90,0
NewSp,3,3310,2252,100,0,0,80,0
NewSp,3,3320,2253,100,0,0,60,5
NewSp,3,3330,2254,83.33333333,0,0,80,0
NewSp,3,3340,2255,83.33333333,0,0,70,0
NewSp,3,3350,2256,83.33333333,0,0,50,0
NewSp,3,3360,2257,83.33333333,0,0,60,0
NewSp,3,3370,2258,83.33333333,10,0,70,0
NewSp,3,3380,2259,83.33333333,10,0,80,10
NewSp,3,3390,2260,83.33333333,0,0,70,30
NewSp,3,3400,2261,83.33333333,0,0,60,0
NewSp,3,3410,2262,83.33333333,0,0,50,0
NewSp,3,3420,2263,83.33333333,5,0,90,0
NewSp,3,3430,2264,83.33333333,20,0,20,0
NewSp,3,3440,2265,83.33333333,20,0,30,0
NewSp,3,3450,2266,100,20,0,80,10
NewSp,3,3460,2267,100,0,0,60,0
NewSp,3,3470,2268,100,5,0,70,0
NewSp,3,3480,2269,100,0,0,40,0
NewSp,3,3490,2270,100,0,0,30,0
NewSp,3,3500,2271,100,0,0,70,0
NewSp,3,3510,2272,100,0,0,70,10
NewSp,3,3520,2273,100,10,0,50,0
NewSp,3,3530,2274,100,0,0,30,0
NewSp,3,3540,2275,100,0,0,90,10
NewSp,3,3550,2276,100,0,0,90,0
NewSp,3,3560,2277,100,5,0,40,10
NewSp,3,3570,2278,100,0,0,80,10
NewSp,3,3580,2279,100,5,0,30,0
NewSp,3,3590,2280,100,30,0,30,0
NewSp,3,3600,2281,100,10,0,90,0
NewSp,3,3610,2282,100,5,0,20,0
NewSp,3,3620,2283,100,30,0,0,0
NewSp,3,3630,2284,100,50,0,5,0
NewSp,3,3640,2285,100,30,0,30,0
NewSp,3,3650,2286,100,0,0,0,20
NewSp,3,3660,2287,100,5,0,30,20
NewSp,3,3670,2288,100,20,0,10,0
NewSp,3,3680,2289,100,30,0,20,0
NewSp,3,3690,2290,100,40,0,30,0
NewSp,3,3700,2291,100,20,0,0,0
NewSp,3,3710,2292,100,30,0,40,10
NewSp,3,3720,2293,100,0,0,80,30
NewSp,3,3730,2294,100,20,0,80,10
NewSp,3,3740,2295,100,10,0,90,10
NewSp,3,3750,2296,100,0,0,80,0
NewSp,3,3760,2297,100,30,0,70,10
NewSp,3,3770,2298,100,20,0,40,10
NewSp,3,3780,2299,100,20,0,20,0
NewSp,3,3790,2300,100,5,0,50,0
NewSp,3,3800,2301,100,30,0,40,0
NewSp,3,3810,2302,100,10,0,60,0
NewSp,3,3820,2303,100,20,0,80,20
NewSp,3,3830,2304,100,0,0,80,0
NewSp,3,3840,2305,100,0,0,90,0
NewSp,3,3850,2306,100,20,0,70,0
NewSp,3,3860,2307,100,0,0,50,0
NewSp,3,3870,2308,100,0,0,80,10
NewSp,3,3880,2309,100,0,0,70,10
NewSp,3,3890,2310,100,0,0,40,20
NewSp,3,3900,2311,100,20,0,50,0
RuinedCastle,1,10,2312,50,0,0,0,0
RuinedCastle,1,20,2313,50,0,0,0,0
RuinedCastle,1,30,2314,50,10,0,0,0
RuinedCastle,1,40,2315,33.33333333,2.5,0,0,0
RuinedCastle,1,50,2316,33.33333333,0,0,0,0
RuinedCastle,1,60,2317,33.33333333,0,0,0,0
RuinedCastle,1,70,2318,33.33333333,0,0,0,0
RuinedCastle,1,80,2319,33.33333333,0,0,0,0
RuinedCastle,1,90,2320,33.33333333,70,0,0,5
RuinedCastle,1,100,2321,50,90,0,0,5
RuinedCastle,1,110,2322,50,80,0,0,30
RuinedCastle,1,120,2323,66.66666667,2.5,0,0,2.5
RuinedCastle,1,130,2324,100,50,0,0,2.5
RuinedCastle,1,140,2325,100,80,0,0,20
RuinedCastle,1,150,2326,100,70,0,0,0
RuinedCastle,1,160,2327,100,30,0,0,0
RuinedCastle,1,170,2328,66.66666667,10,0,0,5
RuinedCastle,1,180,2329,66.66666667,5,0,0,5
RuinedCastle,1,190,2330,66.66666667,30,0,0,0
RuinedCastle,1,200,2331,66.66666667,30,0,0,0
RuinedCastle,1,210,2332,66.66666667,5,0,0,0
RuinedCastle,1,220,2333,66.66666667,10,0,0,0
RuinedCastle,1,230,2334,66.66666667,0,0,0,0
RuinedCastle,1,240,2335,100,2.5,0,0,0
RuinedCastle,1,250,2336,100,40,0,0,2.5
RuinedCastle,1,260,2337,100,60,0,0,10
RuinedCastle,1,270,2338,100,5,0,0,0
RuinedCastle,1,280,2339,66.66666667,0,0,0,0
RuinedCastle,1,290,2340,66.66666667,5,0,0,10
RuinedCastle,1,300,2341,66.66666667,30,0,0,0
RuinedCastle,1,310,2342,66.66666667,30,0,0,2.5
RuinedCastle,1,320,2343,66.66666667,30,0,0,2.5
RuinedCastle,1,330,2344,66.66666667,5,0,0,2.5
RuinedCastle,1,340,2345,83.33333333,10,0,0,2.5
RuinedCastle,1,350,2346,100,0,0,0,0
RuinedCastle,1,360,2347,100,0,0,0,0
RuinedCastle,1,370,2348,100,0,0,0,0
RuinedCastle,1,380,2349,100,0,0,0,0
RuinedCastle,1,390,2350,100,0,0,0,0
RuinedCastle,1,400,2351,100,0,0,0,0
RuinedCastle,1,410,2352,100,0,0,0,0
RuinedCastle,1,420,2353,100,0,0,0,0
RuinedCastle,1,430,2354,100,0,0,0,0
RuinedCastle,1,440,2355,100,0,0,0,0
RuinedCastle,1,450,2356,100,0,0,0,0
RuinedCastle,1,460,2357,83.33333333,0,0,0,0
RuinedCastle,1,470,2358,33.33333333,0,0,0,0
RuinedCastle,1,480,2359,33.33333333,20,0,0,0
RuinedCastle,1,490,2360,33.33333333,20,0,0,0
RuinedCastle,1,500,2361,66.66666667,80,0,0,0
RuinedCastle,1,510,2362,83.33333333,60,0,0,10
